TN,FP,FN,TP,accuracy,sensitivity,specificity,balanced_acc,precision,f1_pos,roc_auc,pr_auc,threshold,prevalence,seed,model,strategy
3918,2,80,0,0.9795,0.0,0.9994897959183674,0.4997448979591837,0.0,0.0,0.7679512117346938,0.06951866161913761,0.5,0.02,7,rf,default
3919,1,80,0,0.97975,0.0,0.9997448979591836,0.4998724489795918,0.0,0.0,0.7807924107142856,0.07548200519904426,0.5,0.02,7,rf,weight
2740,1180,18,62,0.7005,0.775,0.6989795918367347,0.7369897959183673,0.0499194847020934,0.09379727685325265,0.8063839285714286,0.10043219072438264,0.5,0.02,7,rf,undersample
3908,12,80,0,0.977,0.0,0.996938775510204,0.498469387755102,0.0,0.0,0.7832764668367347,0.06716129975503436,0.5,0.02,7,rf,smote
2943,977,28,52,0.74875,0.65,0.750765306122449,0.7003826530612245,0.05053449951409135,0.09377817853922452,0.7679512117346938,0.06951866161913761,0.02,0.02,7,rf,threshold
2951,969,28,52,0.75075,0.65,0.7528061224489796,0.7014030612244898,0.050930460333006855,0.09445958219800181,0.7807924107142856,0.07548200519904426,0.02,0.02,7,rf,weight+threshold
3919,1,80,0,0.97975,0.0,0.9997448979591836,0.4998724489795918,0.0,0.0,0.7916788903061225,0.08421884678854127,0.5,0.02,7,hgb,default
3460,460,43,37,0.87425,0.4625,0.8826530612244898,0.6725765306122449,0.0744466800804829,0.12824956672443674,0.7912308673469388,0.10282258077008491,0.5,0.02,7,hgb,weight
2819,1101,27,53,0.718,0.6625,0.7191326530612245,0.6908163265306122,0.04592720970537262,0.08589951377633712,0.774064094387755,0.10506030696105699,0.5,0.02,7,hgb,undersample
3910,10,78,2,0.978,0.025,0.9974489795918368,0.5112244897959184,0.16666666666666666,0.04347826086956522,0.7792857142857144,0.06770814877771435,0.5,0.02,7,hgb,smote
2903,1017,24,56,0.73975,0.7,0.7405612244897959,0.7202806122448979,0.0521901211556384,0.0971379011274935,0.7916788903061225,0.08421884678854127,0.014007564003460846,0.02,7,hgb,threshold
2740,1180,20,60,0.7,0.75,0.6989795918367347,0.7244897959183674,0.04838709677419355,0.0909090909090909,0.7912308673469388,0.10282258077008491,0.21913069567175006,0.02,7,hgb,weight+threshold
3920,0,80,0,0.98,0.0,1.0,0.5,0.0,0.0,0.8116071428571429,0.11756744637910935,0.5,0.02,8,logreg,default
2943,977,21,59,0.7505,0.7375,0.750765306122449,0.7441326530612244,0.05694980694980695,0.1057347670250896,0.8044579081632652,0.1173445132077236,0.5,0.02,8,logreg,weight
